,0
36853,3-48248805            
36854,3-48248805            
36855,3-48773555            
36856,3-48773555            
36857,3-48773555            
36858,3-46606747            
36859,3-46606747            
36860,3-46606747            
36861,3-47167831            
36862,3-47167831            
36863,3-47167831            
36864,3-44340263            
36865,3-44340263            
36866,3-44340263            
36867,3-46040007            
36868,3-46040007            
36869,3-46040007            
36870,3-46044550            
36871,3-46044550            
36872,3-46044550            
36873,3-43164838            
36874,3-43164838            
36875,3-43167738            
36876,3-43167738            
36877,3-45484630            
36878,3-45484630            
36879,3-48256724            
36880,3-48256724            
36881,3-48256724            
36882,3-46608443            
36883,3-46608443            
36884,3-46608443            
36885,3-45487346            
36886,3-45487346            
36887,3-45487346            
36888,3-49290211            
36889,3-49290211            
36890,3-49290211            
36891,3-47713676            
36892,3-47713676            
36893,3-47713676            
36894,3-47717509            
36895,3-47717509            
36896,3-47717509            
36897,7-20139897            
36898,7-20139897            
36899,7-20139897            
36900,3-47719140            
36901,3-47719140            
36902,3-47719140            
36903,3-43756525            
36904,3-43756525            
36905,3-43757976            
36906,3-43757976            
36907,3-44342587            
36908,3-44342587            
36909,3-46043994            
36910,3-46043994            
36911,7-19881466            
36912,7-20188951            
36913,7-20188951            
36914,3-44345696            
36915,3-44345696            
36916,7-19942663            
36917,3-43169157            
36918,3-43169157            
36919,3-46599980            
36920,3-46599980            
36921,7-19956010            
36922,7-19956010            
36923,3-45477907            
36924,3-48253850            
36925,3-48253850            
36926,3-44342187            
36927,3-44342187            
36928,7-20234657            
36929,7-20234657            
36930,3-44340263            
36931,3-44340263            
36932,3-46598905            
36933,3-46598905            
36934,3-46044550            
36935,3-46044550            
36936,3-43164838            
36937,3-43164838            
36938,3-43167738            
36939,3-43167738            
36940,3-44915871            
36941,3-44915871            
36942,3-45490575            
36943,3-44349715            
36944,3-46605188            
36945,3-49290211            
36946,3-47713676            
36947,3-47713676            
36948,3-47717509            
36949,3-47717509            
36950,3-47167311            
36951,3-47167311            
36952,3-48772710            
36953,3-38052048            
36954,3-38052048            
36955,3-35973542            
36956,3-35973542            
36957,7-21636217            
36958,7-21636217            
36959,3-35974768            
36960,3-35974768            
36961,3-39158613            
36962,3-39158613            
36963,3-37000975            
36964,3-37000975            
36965,3-40880401            
36966,3-40880401            
36967,7-21456781            
36968,7-21456781            
36969,3-35462803            
36970,3-35462803            
36971,3-36996537            
36972,3-36996537            
36973,7-21674438            
36974,7-21674438            
36975,3-41468054            
36976,3-41468054            
36977,3-39721932            
36978,3-39721932            
36979,3-39720373            
36980,3-39720373            
36981,7-21880315            
36982,7-21880315            
36983,3-35970799            
36984,3-35970799            
36985,3-39153305            
36986,3-39153305            
36987,3-38051008            
36988,3-38051008            
36989,3-35466651            
36990,3-35466651            
36991,3-35463811            
36992,3-35463811            
36993,3-37520243            
36994,3-37520243            
36995,3-37526238            
36996,3-37526238            
36997,3-39162426            
36998,3-39162426            
36999,3-37523098            
37000,3-37523098            
37001,3-40292018            
37002,3-40292018            
37003,3-40296041            
37004,3-40296041            
37005,3-39721960            
37006,3-39721960            
37007,7-21752634            
37008,7-21752634            
37009,3-40879571            
37010,3-40879571            
37011,3-36482801            
37012,3-36482801            
37013,3-36482801            
37014,3-35972403            
37015,3-35972403            
37016,3-35972403            
37017,3-36488281            
37018,3-36488281            
37019,3-36488281            
37020,3-35976745            
37021,3-35976745            
37022,3-35976745            
37023,7-21734189            
37024,7-21734189            
37025,7-21803763            
37026,7-21803763            
37027,7-21803763            
37028,3-40290802            
37029,3-40290802            
37030,3-40290802            
37031,3-38052083            
37032,3-38052083            
37033,3-38052083            
37034,3-35465121            
37035,3-35465121            
37036,3-35465121            
37037,3-40295442            
37038,3-40295442            
37039,3-40295442            
37040,3-40293504            
37041,3-40293504            
37042,3-40293504            
37043,3-37517459            
37044,3-37517459            
37045,3-37517459            
37046,7-21739620            
37047,7-21739620            
37048,7-21739620            
37049,3-35973270            
37050,3-35973270            
37051,3-35973270            
37052,7-21869853            
37053,7-21869853            
37054,7-21869853            
37055,3-38051008            
37056,3-38051008            
37057,3-38051008            
37058,3-35970657            
37059,3-35970657            
37060,3-35970657            
37061,3-38053186            
37062,3-38053186            
37063,3-38053186            
37064,3-35466651            
37065,3-35466651            
37066,3-35466651            
37067,3-35463811            
37068,3-35463811            
37069,3-35463811            
37070,3-37526238            
37071,3-37526238            
37072,3-37526238            
37073,3-38603254            
37074,3-38603254            
37075,3-38603254            
37076,3-36998973            
37077,3-36998973            
37078,3-36998973            
37079,3-40883042            
37080,3-40883042            
37081,3-40883042            
37082,3-40292018            
37083,3-40292018            
37084,3-40292018            
37085,3-39723329            
37086,3-39723329            
37087,3-39723329            
37088,3-35464051            
37089,3-35464051            
37090,3-35464051            
37091,3-37523106            
37092,3-37523106            
37093,3-37523106            
37094,3-38050135            
37095,3-35971354            
37096,7-21896408            
37097,7-21737397            
37098,7-21695350            
37099,7-21648531            
37100,7-21809674            
37101,7-21820864            
37102,7-21824898            
37103,7-21866635            
37104,7-21558769            
37105,7-21854370            
37106,3-38056749            
37107,3-39152092            
37108,3-36996094            
37109,3-38053186            
37110,3-35466651            
37111,3-35463811            
37112,3-35971863            
37113,3-37526238            
37114,3-39162426            
37115,3-36998973            
37116,3-40883042            
37117,3-40292018            
37118,3-39723329            
37119,3-34951812            
37120,7-21813121            
37121,3-38050135            
37122,3-38050135            
37123,3-38050135            
37124,3-35971354            
37125,3-35971354            
37126,3-35971354            
37127,7-21896408            
37128,7-21896408            
37129,7-21896408            
37130,7-21737397            
37131,7-21737397            
37132,7-21695350            
37133,7-21695350            
37134,7-21648531            
37135,7-21648531            
37136,7-21809674            
37137,7-21809674            
37138,3-38056749            
37139,3-38056749            
37140,3-38056749            
37141,3-33912042            
37142,3-33912042            
37143,3-33912042            
37144,7-21824898            
37145,7-21824898            
37146,7-21824898            
37147,7-21866635            
37148,7-21866635            
37149,7-21866635            
37150,3-40878520            
37151,3-40878520            
37152,3-40878520            
37153,7-21558769            
37154,7-21558769            
37155,7-21854370            
37156,7-21854370            
37157,7-21854370            
37158,3-40294280            
37159,3-40294280            
37160,3-40294280            
37161,3-35970799            
37162,3-35970799            
37163,3-35970799            
37164,3-39153305            
37165,3-39153305            
37166,3-39153305            
37167,3-36996094            
37168,3-36996094            
37169,3-36996094            
37170,3-35466651            
37171,3-35466651            
37172,3-35466651            
37173,3-35972860            
37174,3-35972860            
37175,3-35972860            
37176,3-39162426            
37177,3-39162426            
37178,3-39162426            
37179,3-36487328            
37180,3-36487328            
37181,3-36487328            
37182,3-37522193            
37183,3-37522193            
37184,3-37522193            
37185,3-40883042            
37186,3-40883042            
37187,3-40883042            
37188,3-39721960            
37189,3-39721960            
37190,3-39721960            
37191,3-37519704            
37192,3-37519704            
37193,3-37519704            
37194,3-34951812            
37195,3-34951812            
37196,3-34951812            
37197,7-21813121            
37198,7-21813121            
37199,7-17637940            
37200,7-17637940            
37201,7-17582864            
37202,7-17582864            
37203,7-17547161            
37204,7-17426745            
37205,7-17426745            
37206,7-17644159            
37207,7-17644159            
37208,7-17644330            
37209,7-17482639            
37210,7-17482639            
37211,7-17547906            
37212,7-17547906            
37213,7-17583570            
37214,7-17583570            
37215,7-17582487            
37216,7-17582487            
37217,7-17421492            
37218,7-17421492            
37219,7-17565226            
37220,7-17565226            
37221,7-17554477            
37222,7-17554477            
37223,7-17670085            
37224,7-17492221            
37225,7-17492221            
37226,3-69352514            
37227,3-69352514            
37228,3-69901562            
37229,3-69901562            
37230,3-72457990            
37231,3-68797753            
37232,3-68797753            
37233,3-69357277            
37234,3-69357277            
37235,3-70454916            
37236,3-70454916            
37237,3-71972591            
37238,3-71972591            
37239,3-68803627            
37240,3-68803627            
37241,3-72465335            
37242,3-72465335            
37243,3-72462282            
37244,3-72462282            
37245,3-70971398            
37246,7-17477496            
37247,7-17477496            
37248,7-17402783            
37249,7-17402783            
37250,7-17532041            
37251,7-17617673            
37252,7-17619500            
37253,7-17606072            
37254,7-17407540            
37255,7-17487438            
37256,7-17570334            
37257,7-17480317            
37258,7-17613423            
37259,7-17555240            
37260,7-17424129            
37261,7-17620238            
37262,7-17563191            
37263,3-69352514            
37264,3-69901562            
37265,3-72457990            
37266,3-68797753            
37267,3-69357277            
37268,3-70450040            
37269,3-69367822            
37270,3-71972591            
37271,3-68803627            
37272,3-72465335            
37273,3-72462282            
37274,3-70971398            
37275,7-17507299            
37276,7-17423516            
37277,3-11151014            
37278,3-11151014            
37279,3-11151014            
37280,3-11150480            
37281,3-11150480            
37282,3-11150480            
37283,3-11151353            
37284,3-11151353            
37285,3-11151353            
37286,3-10882374            
37287,3-10882374            
37288,3-10882374            
37289,3-11692622            
37290,3-11692622            
37291,7-19555256            
37292,7-19555256            
37293,7-19555256            
37294,3-11967037            
37295,3-11967037            
37296,3-11967037            
37297,3-12521205            
37298,3-12521205            
37299,3-12521205            
37300,3-11421514            
37301,3-11421514            
37302,3-11421514            
37303,7-19356379            
37304,7-19356379            
37305,7-19356379            
37306,3-12804212            
37307,3-12804212            
37308,3-12804212            
37309,3-13092433            
37310,3-13092433            
37311,3-13092433            
37312,3-11966605            
37313,3-11966605            
37314,3-11966605            
37315,3-11420476            
37316,3-11420476            
37317,3-11420476            
37318,3-13093012            
37319,3-13093012            
37320,3-13093012            
37321,3-12521128            
37322,3-12521128            
37323,3-12521128            
37324,3-11418727            
37325,3-11418727            
37326,3-11418727            
37327,3-11966943            
37328,3-11966943            
37329,3-11966943            
37330,3-11148973            
37331,3-11148973            
37332,3-11148973            
37333,3-11149740            
37334,3-11149740            
37335,3-11149740            
37336,3-11693775            
37337,3-11693775            
37338,3-11693775            
37339,3-11421939            
37340,3-11421939            
37341,3-11421939            
37342,3-12805386            
37343,3-12805386            
37344,3-12805386            
37345,3-11969346            
37346,3-11969346            
37347,3-11969346            
37348,3-13091549            
37349,3-13091549            
37350,3-13091549            
37351,3-13094102            
37352,3-13094102            
37353,3-13094102            
37354,3-12522722            
37355,3-12522722            
37356,3-12522722            
37357,3-11420302            
37358,3-11420302            
37359,3-11420302            
37360,3-12245012            
37361,3-12245012            
37362,3-12245012            
37363,3-71621293            
37364,3-71621293            
37365,3-72108699            
37366,3-72108719            
37367,7-22404121            
37368,3-74108227            
37369,3-72602012            
37370,7-22419471            
37371,7-22419471            
37372,3-68402441            
37373,3-68970415            
37374,7-22382449            
37375,3-71120516            
37376,3-72601568            
37377,3-69524085            
37378,3-73107586            
37379,3-69522800            
37380,3-69522800            
37381,3-72108692            
37382,3-72108692            
37383,3-71622738            
37384,3-68969346            
37385,3-68969346            
37386,3-68403338            
37387,3-68403338            
37388,3-69523331            
37389,3-69523331            
37390,3-72111848            
37391,3-72111484            
37392,3-70604728            
37393,3-70604728            
37394,3-73614280            
37395,3-73614280            
37396,3-74109314            
37397,3-74109314            
37398,3-72601560            
37399,3-72601560            
37400,7-22043605            
37401,7-22043605            
37402,3-11703996            
37403,3-11703996            
37404,3-11703996            
37405,3-12256264            
37406,3-12256264            
37407,3-12256264            
37408,3-11705996            
37409,3-11705996            
37410,3-11705996            
37411,3-11431044            
37412,3-11431044            
37413,3-11431044            
37414,3-11431044            
37415,3-13102966            
37416,3-13102966            
37417,3-13102966            
37418,3-13102966            
37419,3-12533075            
37420,3-12533075            
37421,3-12533075            
37422,3-12533075            
37423,3-13104190            
37424,3-13104190            
37425,3-13104190            
37426,3-13104190            
37427,3-12256716            
37428,3-12256716            
37429,3-12256716            
37430,3-12256716            
37431,3-12534918            
37432,3-12534918            
37433,3-12534918            
37434,3-11705690            
37435,3-11705690            
37436,3-11705690            
37437,3-12534496            
37438,3-12534496            
37439,3-12534496            
37440,3-12534496            
37441,3-13396970            
37442,3-13396970            
37443,3-13396970            
37444,3-12255499            
37445,3-12255499            
37446,3-12255499            
37447,3-12255499            
37448,3-11431634            
37449,3-11431634            
37450,3-12255862            
37451,3-12255862            
37452,3-12255862            
37453,3-12255862            
37454,3-12254055            
37455,3-12254055            
37456,3-12254055            
37457,3-12254055            
37458,3-12532100            
37459,3-12532100            
37460,3-12532100            
37461,3-12532100            
37462,3-12814535            
37463,3-12814535            
37464,3-12814535            
37465,3-11158851            
37466,3-11158851            
37467,3-11158851            
37468,3-11158851            
37469,3-11430174            
37470,3-11430174            
37471,3-11430174            
37472,3-11430174            
37473,3-11978348            
37474,3-11978348            
37475,3-11978348            
37476,3-11978348            
37477,3-11705684            
37478,3-11705684            
37479,3-11705684            
37480,3-11705684            
37481,3-12535392            
37482,3-12535392            
37483,3-12535392            
37484,3-12535392            
37485,3-12256494            
37486,3-12256494            
37487,3-12256494            
37488,3-12256494            
37489,3-13699167            
37490,3-13699167            
37491,3-13699167            
37492,3-13699167            
37493,3-13398343            
37494,3-13398343            
37495,3-13398343            
37496,3-13398343            
37497,3-13104520            
37498,3-13104520            
37499,3-13104520            
37500,3-13104520            
37501,3-12813088            
37502,3-12813088            
37503,3-12813088            
37504,3-12813088            
37505,3-13397618            
37506,3-13397618            
37507,3-13397618            
37508,3-13397618            
37509,3-43306333            
37510,3-43306333            
37511,3-43306333            
37512,3-41509889            
37513,3-41509889            
37514,3-41509889            
37515,3-38630700            
37516,3-38630700            
37517,3-42707603            
37518,3-42707603            
37519,3-42707603            
37520,3-45054175            
37521,3-45054175            
37522,3-45054175            
37523,3-40330685            
37524,3-40330685            
37525,3-40330685            
37526,3-43900936            
37527,3-43900936            
37528,3-43900936            
37529,3-45052432            
37530,3-45052432            
37531,3-45052432            
37532,3-39755402            
37533,3-39755402            
37534,3-39755402            
37535,3-41512981            
37536,3-41512981            
37537,3-41512981            
37538,3-43902236            
37539,3-43902236            
37540,3-43902236            
37541,3-44482063            
37542,3-44482063            
37543,3-44482063            
37544,3-42708316            
37545,3-42708316            
37546,3-42708316            
37547,3-39755777            
37548,3-39755777            
37549,3-39755777            
37550,3-45054976            
37551,3-45054976            
37552,3-45054976            
37553,3-44480327            
37554,3-44480327            
37555,3-44480327            
37556,3-41509275            
37557,3-41509275            
37558,3-41509275            
37559,3-42707000            
37560,3-42707000            
37561,3-42707000            
37562,3-39755674            
37563,3-39755674            
37564,3-39755674            
37565,3-40328750            
37566,3-40328750            
37567,3-40328750            
37568,3-40918851            
37569,3-40918851            
37570,3-40918851            
37571,3-43310661            
37572,3-43310661            
37573,3-43310661            
37574,3-44484363            
37575,3-44484363            
37576,3-44484363            
37577,3-41512564            
37578,3-41512564            
37579,3-41512564            
37580,3-46738802            
37581,3-46738802            
37582,3-46738802            
37583,3-44481035            
37584,3-44481035            
37585,3-43902014            
37586,3-43902014            
37587,3-43902014            
37588,3-45623164            
37589,3-45623164            
37590,3-45623164            
37591,3-46181255            
37592,3-46181255            
37593,3-46181255            
37594,7-221985              
37595,7-24753271            
37596,7-24753271            
37597,7-24753271            
37598,3-58004471            
37599,3-58004471            
37600,3-58004471            
37601,3-56953115            
37602,3-56953115            
37603,3-56953115            
37604,7-24693883            
37605,7-24693883            
37606,7-24693883            
37607,7-24843048            
37608,7-24843048            
37609,7-24843048            
37610,3-57478435            
37611,3-57478435            
37612,3-57478435            
37613,7-24714955            
37614,7-24714955            
37615,7-24714955            
37616,7-24925956            
37617,7-24925956            
37618,7-24925956            
37619,7-24889982            
37620,7-24889982            
37621,7-24889982            
37622,3-56438165            
37623,3-56438165            
37624,3-56438165            
37625,3-59656370            
37626,3-59656370            
37627,3-59656370            
37628,3-60219488            
37629,3-60219488            
37630,3-60219488            
37631,7-24697973            
37632,7-24697973            
37633,7-24697973            
37634,3-56953347            
37635,3-56953347            
37636,3-56953347            
37637,3-55932466            
37638,3-55932466            
37639,3-55932466            
37640,3-61874845            
37641,3-61874845            
37642,3-60777245            
37643,3-60777245            
37644,3-60777245            
37645,3-60778156            
37646,3-60778156            
37647,3-57478212            
37648,3-57478212            
37649,3-57478212            
37650,3-59653270            
37651,3-59653270            
37652,3-59653270            
37653,3-56954399            
37654,3-56954399            
37655,3-56954399            
37656,3-54943490            
37657,3-54943490            
37658,3-54943490            
37659,3-55933661            
37660,3-55933661            
37661,3-59096365            
37662,3-59096365            
37663,3-59096365            
37664,3-58008727            
37665,3-58008727            
37666,3-58008727            
37667,3-60779745            
37668,3-60779745            
37669,3-60779745            
37670,3-56956769            
37671,3-56956769            
37672,7-24776706            
37673,7-24776706            
37674,7-24776706            
37675,7-24691975            
37676,7-24691975            
37677,7-24691975            
37678,7-24742323            
37679,7-24742323            
37680,7-24649002            
37681,7-24649002            
37682,7-24649002            
37683,3-56436631            
37684,3-56436631            
37685,3-56436631            
37686,7-24810122            
37687,7-24810122            
37688,7-24810122            
37689,7-24801867            
37690,7-24801867            
37691,3-57478220            
37692,3-57478220            
37693,3-57478220            
37694,7-24881556            
37695,7-24881556            
37696,7-24881556            
37697,7-24796536            
37698,7-24796536            
37699,7-24819652            
37700,7-24819652            
37701,7-24819652            
37702,7-24633420            
37703,7-24633420            
37704,7-24633420            
37705,7-24882342            
37706,7-24882342            
37707,7-24882342            
37708,3-61331479            
37709,3-61331479            
37710,3-61331479            
37711,7-24860653            
37712,7-24860653            
37713,7-24860653            
37714,7-24752824            
37715,7-24752824            
37716,7-24752824            
37717,3-57481212            
37718,3-57481212            
37719,3-57481212            
37720,3-61875294            
37721,3-61875294            
37722,3-61875294            
37723,3-60777245            
37724,3-60777245            
37725,3-60777245            
37726,3-60778156            
37727,3-60778156            
37728,3-60778156            
37729,3-56953754            
37730,3-56953754            
37731,3-56953754            
37732,3-58003689            
37733,3-58003689            
37734,3-58003689            
37735,3-59653270            
37736,3-59653270            
37737,3-59653270            
37738,3-54943490            
37739,3-54943490            
37740,3-54943490            
37741,3-56439604            
37742,3-56439604            
37743,3-56439604            
37744,3-59096365            
37745,3-59096365            
37746,3-59096365            
37747,3-56956884            
37748,3-56956884            
37749,3-56956884            
37750,3-60779745            
37751,3-60779745            
37752,3-60779745            
37753,3-58543962            
37754,3-58543962            
37755,3-59095506            
37756,3-59095506            
37757,3-59095506            
37758,3-59096940            
37759,3-59096940            
37760,7-25700663            
37761,7-25700663            
37762,7-25594376            
37763,7-25594376            
37764,7-25619979            
37765,7-25619979            
37766,7-25686986            
37767,7-25686986            
37768,7-25725707            
37769,7-25725707            
37770,3-12623072            
37771,3-12623072            
37772,7-25696612            
37773,7-25696612            
37774,3-11526983            
37775,3-11526983            
37776,3-12069125            
37777,3-12069125            
37778,3-12346060            
37779,3-12346060            
37780,3-12348072            
37781,3-12348072            
37782,3-13493696            
37783,3-13493696            
37784,3-12346865            
37785,7-25719419            
37786,7-25719419            
37787,7-26306340            
37788,7-26306340            
37789,7-26684030            
37790,7-26427827            
37791,7-26427827            
37792,7-26698408            
37793,7-26698408            
37794,7-26435122            
37795,7-26435122            
37796,7-26447315            
37797,7-26447315            
37798,7-26611333            
37799,7-26611333            
37800,7-26657637            
37801,7-26657637            
37802,7-26432831            
37803,7-26436854            
37804,7-26436854            
37805,7-26346206            
37806,7-26346206            
37807,7-26429263            
37808,7-26429263            
37809,7-26395862            
37810,7-26395862            
37811,3-3464607             
37812,3-3464607             
37813,3-3794060             
37814,3-3794060             
37815,3-3463635             
37816,3-3463635             
37817,3-3963321             
37818,3-3963321             
37819,3-3297285             
37820,3-3297285             
37821,3-3624811             
37822,3-3624811             
37823,3-2983154             
37824,3-2983154             
37825,3-2830701             
37826,3-2830701             
37827,3-3460942             
37828,3-3460942             
37829,3-2682545             
37830,3-2682545             
37831,3-2986781             
37832,3-2986781             
37833,3-3300513             
37834,3-3300513             
37835,7-26482626            
37836,7-26482626            
37837,7-20666743            
37838,7-20666743            
37839,7-20666743            
37840,7-20729478            
37841,7-20729478            
37842,7-20729478            
37843,3-94199556            
37844,3-94199556            
37845,3-94199556            
37846,7-21041042            
37847,7-21041042            
37848,7-21041042            
37849,7-20710231            
37850,7-20710231            
37851,3-93867155            
37852,3-93867155            
37853,3-93867155            
37854,7-20856290            
37855,7-20856290            
37856,7-20751505            
37857,7-20751505            
37858,7-20751505            
37859,7-20957418            
37860,7-20957418            
37861,7-20957418            
37862,7-20753667            
37863,7-20753667            
37864,7-20753667            
37865,3-94199720            
37866,3-94199720            
37867,3-94199720            
37868,3-93521134            
37869,3-93521134            
37870,3-93521134            
37871,3-93155513            
37872,3-93155513            
37873,7-20734270            
37874,7-20734270            
37875,3-94512953            
37876,3-94512953            
37877,3-94512953            
37878,3-93521262            
37879,3-93521262            
37880,3-93521262            
37881,3-93521271            
37882,3-93521271            
37883,3-93521271            
37884,3-92774484            
37885,3-92774484            
37886,3-92774674            
37887,3-92774674            
37888,3-93156032            
37889,3-93156032            
37890,3-94514272            
37891,3-94514272            
37892,3-94514272            
37893,3-93866994            
37894,3-93866994            
37895,3-93866994            
37896,3-94199500            
37897,3-94199500            
37898,3-94199500            
37899,3-95102234            
37900,3-95102234            
37901,3-95102234            
37902,3-94513098            
37903,3-94513098            
37904,3-94513098            
37905,3-93865013            
37906,3-93865013            
37907,3-93865013            
37908,3-94812862            
37909,3-94812862            
37910,3-94812862            
37911,3-94513898            
37912,3-94513898            
37913,3-94513898            
37914,7-28896691            
37915,7-28896691            
37916,3-145891191           
37917,3-145891191           
37918,7-29107543            
37919,7-29107543            
37920,3-146031506           
37921,3-146031506           
37922,3-145889941           
37923,3-145889941           
37924,7-27960768            
37925,7-27960768            
37926,7-28525860            
37927,7-28719896            
37928,7-28719896            
37929,3-146032558           
37930,3-145889681           
37931,7-28630820            
37932,7-28630820            
37933,3-145465653           
37934,7-28560346            
37935,7-29070550            
37936,7-29070550            
37937,3-145889635           
37938,3-145889635           
37939,3-145464674           
37940,3-145464674           
37941,3-145031451           
37942,3-145031451           
37943,3-145464219           
37944,3-145464219           
37945,3-145888736           
37946,3-145888736           
37947,3-145890675           
37948,3-145890675           
37949,3-145605974           
37950,3-145745240           
37951,3-145745240           
37952,3-145172795           
37953,3-145172795           
37954,3-145461388           
37955,3-145461388           
37956,3-144885425           
37957,3-145029470           
37958,3-145029470           
37959,3-145462929           
37960,7-28694320            
37961,7-28694320            
37962,7-28481117            
37963,7-28481117            
37964,3-45209930            
37965,3-45209930            
37966,3-45775326            
37967,3-45775326            
37968,3-45220007            
37969,3-45220007            
37970,3-43471390            
37971,3-43471390            
37972,3-47457931            
37973,3-47457931            
37974,3-41670033            
37975,3-41670033            
37976,3-41675833            
37977,3-41675833            
37978,3-42869943            
37979,3-42869943            
37980,3-41081155            
37981,3-41081155            
37982,3-45780179            
37983,3-45780179            
37984,3-45212534            
37985,3-45212534            
37986,3-45209526            
37987,3-45209526            
37988,3-44066177            
37989,3-44066177            
37990,3-43473867            
37991,3-43473867            
37992,3-42276240            
37993,3-42276240            
37994,3-44638437            
37995,3-44638437            
37996,3-44641203            
37997,3-44641203            
37998,3-44062508            
37999,3-44062508            
38000,3-42274053            
38001,3-42274053            
38002,3-42870345            
38003,3-42870345            
38004,3-44064523            
38005,3-44064523            
38006,3-44648745            
38007,3-44648745            
38008,3-44067667            
38009,3-44067667            
38010,3-44065031            
38011,3-44065031            
38012,3-47997999            
38013,3-47997999            
38014,3-46340940            
38015,3-46340940            
38016,3-45779942            
38017,3-45779942            
38018,3-46334399            
38019,3-46334399            
38020,3-46332420            
38021,3-46332420            
38022,5-110089              
38023,5-110037              
38024,5-109660              
38025,5-110090              
38026,5-109796              
38027,5-110039              
38028,5-107757              
38029,5-109754              
38030,5-110011              
38031,5-107754              
38032,5-107756              
38033,5-109928              
38034,5-110011              
38035,5-109754              
38036,5-110138              
38037,5-109833              
38038,5-109755              
38039,5-109798              
38040,5-108876              
38041,5-109758              
38042,5-107760              
38043,5-109929              
38044,5-109973              
38045,5-109798              
38046,5-110092              
38047,5-110048              
38048,5-109877              
38049,5-109873              
38050,5-110142              
38051,5-109836              
38052,5-110054              
38053,5-109670              
38054,5-108878              
38055,5-109669              
38056,5-110052              
38057,5-11026               
38058,5-11030               
38059,5-9820                
38060,5-12414               
38061,5-12419               
38062,5-9885                
38063,5-9889                
38064,5-9681                
38065,5-9763                
38066,5-25336               
38067,5-9677                
38068,5-10770               
38069,5-12886               
38070,5-107653              
38071,5-13272               
38072,5-107703              
38073,5-107655              
38074,5-107607              
38075,5-13217               
38076,5-13313               
38077,5-12893               
38078,5-12594               
38079,5-12892               
38080,5-110011              
38081,5-110011              
38082,5-107756              
38083,5-109928              
38084,5-109928              
38085,5-109755              
38086,5-109754              
38087,5-109754              
38088,5-109973              
38089,5-109973              
38090,5-108876              
38091,5-108876              
38092,5-107708              
38093,5-109929              
38094,5-107662              
38095,5-107663              
38096,5-107663              
38097,5-108838              
38098,5-108838              
38099,5-109663              
38100,5-108876              
38101,5-108876              
38102,5-110015              
38103,5-110015              
38104,5-110046              
38105,5-110046              
38106,5-109760              
38107,5-109760              
38108,5-110048              
38109,5-110048              
38110,5-109670              
38111,5-107765              
38112,5-107765              
38113,5-109669              
38114,5-109669              
38115,5-107710              
38116,5-108841              
38117,5-108841              
38118,5-109931              
38119,5-109931              
38120,5-29498               
38121,5-29498               
38122,5-29498               
38123,5-29500               
38124,5-29500               
38125,5-29500               
38126,5-25310               
38127,5-25310               
38128,5-25293               
38129,5-25293               
38130,5-25293               
38131,5-27182               
38132,5-27182               
38133,5-27182               
38134,5-29502               
38135,5-29502               
38136,5-29558               
38137,5-29237               
38138,5-29237               
38139,5-29237               
38140,5-194198              
38141,5-12430               
38142,5-12430               
38143,5-12592               
38144,5-9825                
38145,5-9825                
38146,5-13185               
38147,5-13185               
38148,5-11643               
38149,5-11643               
38150,5-13186               
38151,5-13186               
38152,5-9827                
38153,5-9827                
38154,5-12289               
38155,5-12289               
38156,5-9771                
38157,5-9771                
38158,5-11038               
38159,5-11038               
38160,5-11351               
38161,5-11641               
38162,5-11641               
38163,5-12762               
38164,5-13219               
38165,5-12437               
38166,5-13276               
38167,5-13313               
38168,5-12893               
38169,5-12294               
38170,5-12596               
38171,5-12440               
38172,5-11646               
38173,5-11647               
38174,5-11645               
38175,5-107609              
38176,5-107660              
38177,5-12899               
38178,5-108838              
38179,5-107663              
38180,5-13316               
38181,5-13319               
38182,5-12766               
38183,5-13252               
38184,5-13226               
38185,5-13225               
38186,5-12598               
38187,5-9929                
38188,5-9852                
38189,5-9931                
38190,5-66028               
38191,5-66031               
38192,5-11980               
38193,5-11981               
38194,5-9788                
38195,5-13483               
38196,5-9713                
38197,5-11062               
38198,5-9855                
38199,5-13226               
38200,5-13226               
38201,5-13226               
38202,5-11965               
38203,5-11965               
38204,5-12603               
38205,5-12603               
38206,5-12603               
38207,5-12903               
38208,5-12903               
38209,5-12903               
38210,5-12769               
38211,5-12769               
38212,5-13190               
38213,5-13190               
38214,5-13190               
38215,5-11653               
38216,5-11653               
38217,5-11653               
38218,5-11654               
38219,5-11654               
38220,5-11654               
38221,5-12443               
38222,5-12443               
38223,5-12443               
38224,5-12909               
38225,5-13287               
38226,5-107599              
38227,5-108848              
38228,5-107713              
38229,5-107668              
38230,5-107601              
38231,5-13499               
38232,5-12910               
38233,5-14607               
38234,5-108709              
38235,5-12910               
38236,5-12910               
38237,5-14605               
38238,5-14605               
38239,5-14607               
38240,5-14607               
38241,5-107601              
38242,5-107601              
38243,5-12778               
38244,5-12778               
38245,5-14608               
38246,5-14608               
38247,5-66028               
38248,5-12620               
38249,5-12448               
38250,5-9925                
38251,5-9925                
38252,5-9927                
38253,5-9927                
38254,5-13479               
38255,5-13479               
38256,5-27271               
38257,5-27271               
38258,5-27271               
38259,5-27135               
38260,5-27135               
38261,5-25316               
38262,5-25316               
38263,5-25316               
38264,5-11041               
38265,5-11041               
38266,5-11041               
38267,5-9698                
38268,5-9698                
38269,5-27309               
38270,5-27309               
38271,5-27309               
38272,5-27207               
38273,5-27207               
38274,5-27239               
38275,5-27239               
38276,5-27239               
38277,5-25305               
